,index,Link,Nama Mobil,Name,comment_content,comment_date,comment_rating,comment_title,model,source,total_like,total_reply,comment_seen
,492,https://www.oto.com/mobil-baru/toyota/sienta/review-pengguna/sienta-mbl-save-dengan-fitur-canggih,toyota sienta,Iwan,Keamanan super save dengan airbag melebihi mobil sekelas lainnya serta fitur tidak mundur pada saat menanjak memberikan keamanan extra  dan fitur canggih didalamnya dengan door slide automatic dan kaki kaki soft kabin wide membuat bagasi dan duduk  luas memberikan perjalanan anda nyaman dengan konsumsi bbm irit  recomended buat mobil keluarga andaApakah review ini berguna untuk Anda?Ya0Tidak0,"Sep 23, 2018",5/5,Sienta mbl save  dengan fitur canggih  Review Pengguna,toyota,oto,0,0,139 Dilihat
,493,https://www.oto.com/mobil-baru/toyota/sienta/review-pengguna/good-car-overall-but-terrible-toyota-experience,toyota sienta,Warren Aquilera,"Car is great value overall, interior is comfortable and well laid out, the engine isn't very strong but good for urban driving. Unfortunately the rear sliding doors are problematic, both of my doors are rattling and creaking constantly even after a service fix, quite disappointed that Toyota view is to simply re service the car when it occurs, the car is under a year old and has had this problem since month 2 so a design fault in my opinion, on very well conditioned smooth roads its ok'ish but any bump or slightly uneven surface and its very annoying. Hopefully it can be fixed or I will have to return to the dealership over and over....hasn't been a great experience, dreading what will happen if it can't be fixed before my warranty runs outApakah review ini berguna untuk Anda?Ya2Tidak0","Jul 28, 2018",2/5,Good car overall but terrible Toyota experience Review Pengguna,toyota,oto,2,0,193 Dilihat
,494,https://www.oto.com/mobil-baru/toyota/sienta/review-pengguna/toyota-sienta-v-cvt-mantap,toyota sienta,Ngurah Surya Kusuma,"Mobil keluarga yang sangat irit dan efisien. Kabin senyap dan lega. Mesin bandel luar biasa. Handling mantap di kecepatan tinggi. Pengereman responsif di segala medan. Exterior unik dan selalu tampil beda di setiap kesempatan dan jadi pusat perhatian karena uniknya. Interior mewah. Sliding door dengan fitur safety menambah mewah penampilan. Mudah membawa barang karena kabin yang luas. Seat belt di semua baris mengutamakan keselamatan. Untuk keluarga jaman now, Anda harus memiliki Toyota Sienta di garasi Anda...Apakah review ini berguna untuk Anda?Ya7Tidak2","Mei 24, 2018",5/5,Toyota Sienta V CVT Mantap Review Pengguna,toyota,oto,7,0,800 Dilihat
,495,https://www.oto.com/mobil-baru/toyota/sienta/review-pengguna/sienta-secantik-si-sinta,toyota sienta,Devilyandrie,"Bodydan model futuristik,sesuai kebutuhan keluarga kècil,kegiatan resmi oke juga tdk kalah gaya...dan teknologi terbaru sangat membantu...apapun aktifitasnya bisa mendukung..dari antar anak sekolah,jalan-jalan,belanja,hadiri resepsi...pokoknya semua kebutuhan keseharian dapat dipenuhi menggunakan mobil ini...jadi jangan ragu dalam memilih...soal harga sebanding dengan teknologi yang ditawarkan...pakai toyota..pilih saja sienta pasti puasnya tak bisa diungkapkan kata-kataApakah review ini berguna untuk Anda?Ya3Tidak0","Mei 11, 2018",5/5,Sienta secantik si sinta Review Pengguna,toyota,oto,3,0,246 Dilihat
,496,https://www.oto.com/mobil-baru/toyota/sienta/review-pengguna/kecil-luarnya-dalamnya-legaa-,toyota sienta,Iwan Setiawan,"Saya pengguna sienta manual type G mobilnya memang kecil keliatannya tapi dalamnya legaa... dapat membawa anak""ku, istrku, kedua mertuaku (karena kedua orang tuaku sudah tiada semua), untuk ditanjakkan top banget, stabil dalam kecepatan tinggi, untuk jarak jauh cukup nyaman, audio bagus & cukup modern, cuma sayangnya agak boros, peredam suaranya juga kurang bagus masih terdengar suara ban dan suara lainnya, untuk yang lain""nya cukup bagusApakah review ini berguna untuk Anda?Ya10Tidak0","Mar 23, 2018",5/5,Kecil luarnya dalamnya legaa Review Pengguna,toyota,oto,10,0,807 Dilihat
,497,https://www.oto.com/mobil-baru/toyota/sienta/review-pengguna/sienta-si-kecil-yang-kuat-dan-nyaman-,toyota sienta,Arif Papat,"Kebetulan saya menggunakan Sienta type G MT.Saya memilih Sienta karena1. Dimensi garasi saya hanya 4.5 meter, jadi dengan Sienta garasi saya bisa pas tanpa merombak rumah.2. Dengan Sienta type G MT, kebetulan pernah menggunakan av*nza v*loz, tingkat kenyamanan saat mengendarai di jalan tol dengan kecepatan 120km bener2 luar biasa dibandingkan Av*nza vel*z.3. Irit bensin.4. Untuk mobil penggerak depan, kemampuannya cukup mumpuni untuk tanjakan5. Bagasi luas, sepeda bisa masuk. Tentunya dengan memasukkan kursi baris ketiga.Kekurangan:1. Mungkin sistim udara di kap mesin, sehingga di beberapa bengkel menyediakan bantuan pembuangan udara milik Toyota Soluna2. Cooler untuk air minum rasanya kurang dinginApakah review ini berguna untuk Anda?Ya0Tidak0","Mar 21, 2018",4/5,"Sienta, si kecil yang kuat dan nyaman Review Pengguna",toyota,oto,0,0,891 Dilihat
,498,https://www.oto.com/mobil-baru/toyota/sienta/review-pengguna/sienta-irit-bbm-aamp-nyaman-buat-jarak-jauh,toyota sienta,Satrio,"Sudah dua tahun saya menggunakan sienta Q. Awal mulanya memang terasa beda dengan ketika mengemudikan Avanza, krn sebelumnya saya lama pakai Avanza. Karena transmisi CVT tenaganya tak seresponsif Avanza, namun dari segi kenyamanan terutama bagi penumpang jauh lebih nyaman sienta. Mesin halus & nyaris tak ada hentakan, tdk bgt bising sperti Avanza, bbm campur macet rata2 11 km 1 liter, di tol laju 100 mph 17 km 1 liter (rpm 2000), laju 80 mph 19 liter 1 liter (rpm 1500), AC digital & sdh climate control, rem cakram depan belakang, VSC, HSA, lampu LED auto leveling, jadi sienta ini irit & nyaman. Hanya krn barangkali tak semua orang suka model eksteriornya, mobil ini agak kurang peminat, tapi itu cuma selera. Semoga share pengalaman ini bermanfaat. TksApakah review ini berguna untuk Anda?Ya2Tidak1","Mar 15, 2018",5/5,Sienta irit bbm dan nyaman buat jarak jauh Review Pengguna,toyota,oto,2,0,811 Dilihat
,499,https://www.oto.com/mobil-baru/toyota/sienta/review-pengguna/mobil-keluarga-1347,toyota sienta,Heri yuliansyah,"Dengan mempunyai kendaraan sienta semakin nyaman membawa keluarga kemana saja oleh sebab itu pilihlah mobil sienta pas untuk keluarga anda,sekali lagi jangan lupa pilih sienta pas dan mantap dan satu lagi mobil ini pas untuk berpiknik apa lagi mudik waktu hari raya jadi mobil memang dan sangat pas buat kita-kita yang punya keluarga.Apakah review ini berguna untuk Anda?Ya0Tidak0","Mar 12, 2018",5/5,Mobil keluarga Review Pengguna,toyota,oto,0,0,301 Dilihat
,500,https://www.oto.com/mobil-baru/toyota/sienta/review-pengguna/city-car-cukup-buat-keluarga,toyota sienta,syahyuddin ode,ruang yang cukup memuat 7-8 penunpang. pintu geser yang memudahkan drop out penumpang tidak membutuhkan ruang yg luas. bodi mungil bagus untuk daerah padat kendaraan. harga dapat dijangkau. fitur mewah dapat di dapatkan pada jenis varian ini. bahan bakar irit. serta dilengkapi dengan pengaman depan air bag. cocok buat keluargaApakah review ini berguna untuk Anda?Ya0Tidak0,"Feb 25, 2018",5/5,city car cukup buat keluarga Review Pengguna,toyota,oto,0,0,391 Dilihat
,501,https://www.oto.com/mobil-baru/toyota/sienta/review-pengguna/praktis-dan-unik,toyota sienta,Sinta,"Keunggulan pertama yang paling menarik perhatian saya dari mobil ini adalah sistem pintu geser di baris kedua. Sistem ini sangat efisien saat kita hendak mencari parkir, dan juga membantu penumpang di baris kedua untuk keluar dari mobil dengan tenang, terutama di tipe V & Q yang pintu gesernya sudah elektrik yang memungkinkan proses buka & tutup pintu dengan menggunakan tombol yang terletak pada dasbor, sehingga membantu keluar masuk penumpang yang mengalami sakit ataupun sudah berumur lanjut. Keunggulan berikutnya adalah desainnya yang tidak biasa, dengan body belakang yang bertipe boxy, serta juluran moncong depan yang masih ""bertulang"" (tidak terlalu curvy seperti pesaingnya dari merk lain), mobil sienta ini memiliki karakter yang mampu membuat bangga siapa saja yang memilikinya.Apakah review ini berguna untuk Anda?Ya23Tidak0","Des 08, 2017",5/5,Praktis dan Unik Review Pengguna,toyota,oto,23,0,1894 Dilihat
,502,https://www.oto.com/mobil-baru/toyota/sienta/review-pengguna/kepraktisan-bikin-jatuh-cinta,toyota sienta,Hasan,"Salah satu yang membuat saya suka sama Sienta adalah praktis. Mobilnya mudah dikendarai oleh siapa saja, termasuk perempuan seperti saya. Pintu geser elektrik juga mudah menggunakannya, dan ini memudahkan untuk anak-anak naik-turun mobil. Ruang bagasi cukup besar. Pendek kata, mobil ini sudah sangat cocok untuk jadi mobil keluarga. Mesinnya irit, sehari dipakai paling 50-an km untuk antar jemput, belanja, dan bawa jalan anak-anak. Awalnya sempat ragu untuk pilih mobil ini. Keluarga kami biasa menggunakan MPV. Tapi Toyota Sienta berbeda. Terutama karena kepraktisannya itu. Belum pernah ditemui di MPV sebelumnya.Apakah review ini berguna untuk Anda?Ya9Tidak0","Nov 27, 2017",5/5,Kepraktisan Bikin Jatuh Cinta Review Pengguna,toyota,oto,9,0,705 Dilihat
,503,https://www.oto.com/mobil-baru/toyota/sienta/review-pengguna/toyota-sienta,toyota sienta,Abdul Madjid,"Eksterior ini yang bikin saya kepincut sekaligus mengernyitkan alis. Sampai sekarang mata saya masih menyesuaikan dengan desain tarikan garis dan lekuk-lekuk plastik hitam yang antara terlihat seperti brewok tipis atau kalau mau keren dikit mirip seperti topeng Stormtroopers. Nevertheless, karena pernah mempertimbangkan Freed, saya rasa design aneh ini bisa jadi penyegar.Ground clearance tidak setinggi Xenia namun masih cukup tinggi dibandingkan Livina (tetangga) membuat saya pede untuk melibas poldur dekat rumah. Mungkin kalau saya ambil yang Q dengan tambahan bodykit, bakal kena poldur. Buka sliding door, door step juga tidak terlalu tinggi. Memudahkan untuk orang naik turun.Speedometer cukup informatif dengan MID dll. No complain on this. Tombol sliding door dan rear fan ada dibelakang setir. Baris kedua tidak ada handrest baik di pintu maupun di tengah jok. Dibalik jok baris pertama tidak ada net ataupun cantolan belanjaan.Kualitas suara cukup memuaskan untuk hamba sahaya yang diharuskan untuk selalu bersyukur. Cuma kalo mau pairing agak susah. Sinyalnya gak nemu2.Apakah review ini berguna untuk Anda?Ya24Tidak6","Feb 03, 2017",4/5,Toyota Sienta Review Pengguna,toyota,oto,24,0,2538 Dilihat
,504,https://www.oto.com/mobil-baru/toyota/sienta/review-pengguna/suka-eksteriornya,toyota sienta,Abdul Majid,"Eksterior ini yang bikin saya kepincut sekaligus mengernyitkan alis. Sampai sekarang mata saya masih menyesuaikan dengan desain tarikan garis dan lekuk-lekuk plastik hitam yang antara terlihat seperti brewok tipis atau kalau mau keren dikit mirip seperti topeng Stormtroopers. Nevertheless, karena pernah mempertimbangkan Freed, saya rasa design aneh ini bisa jadi penyegar.Ground clearance tidak setinggi Xenia namun masih cukup tinggi dibandingkan Livina (tetangga) membuat saya pede untuk melibas poldur dekat rumah. Mungkin kalau saya ambil yang Q dengan tambahan bodykit, bakal kena poldur. Buka sliding door, door step juga tidak terlalu tinggi. Memudahkan untuk orang naik turun.Speedometer cukup informatif dengan MID dll. No complain on this. Tombol sliding door dan rear fan ada dibelakang setir. Baris kedua tidak ada handrest baik di pintu maupun di tengah jok. Dibalik jok baris pertama tidak ada net ataupun cantolan belanjaan.Kualitas suara cukup memuaskan untuk hamba sahaya yang diharuskan untuk selalu bersyukur. Cuma kalo mau pairing agak susah. Sinyalnya gak nemu2.Apakah review ini berguna untuk Anda?Ya18Tidak4","Feb 02, 2017",5/5,Suka Eksteriornya Review Pengguna,toyota,oto,18,0,1146 Dilihat
,505,https://www.oto.com/mobil-baru/toyota/vios/review-pengguna/pilihan-yang-bagus,toyota vios,Buana,"Mirip dengan mobil Toyota lainnya, Toyota Vios 2018 yang baru juga menerima detil yang lumayan oke. Pada pandangan pertama, Vios terlihat ramping namun sporty. Secara detail, fasia depan memiliki grill radiator yang mengkilap yang terhubung dengan rapi ke saluran udara depan. Dalam hal kenyamanan berkendara, hal yang harus dikritik adalah peradaman suspensi saat berjalan di jalan yang kasar atau keras. Kebisingan jalan adalah kerugian lain untuk Vios, meskipun berjalan pada kecepatan rendah. Tapi seccara keseluruhan, Vios baru ini lumayan. Apalagi eksteriornya baru, dan layanan purna jual Toyota sudah terbukti. Semua hal dipertimbangkan, tidak diragukan lagi bahwa semua Toyota Vios 2018 yang baru adalah pilihan yang baik untuk pembeli mobil dengan kabin yang luas, fitur oke dan terutama, harga yang terjangkau.Pro- Desain yang bagus- Layanan purna jual Toyota- Harga terjangkauCons- Tempat duduk tidak cukup nyaman- Efisiensi bahan bakar rendahApakah review ini berguna untuk Anda?Ya2Tidak0","Apr 27, 2018",4/5,Pilihan yang bagus Review Pengguna,toyota,oto,2,0,187 Dilihat
,506,https://www.oto.com/mobil-baru/toyota/yaris/review-pengguna/biasa-saja,toyota yaris,Ismaya,"The Yaris adalah mobil yang biasa saja. Mobil ini bisa melakukan hampir semuanya dengan cukup baik. Meskipun tidak ada yang menonjol.kapasitas kabin biasa saja, dan kualitas kabin juga bukan yang terbaik, tetapi Yaris adalah mobil yang mampu memberikan kinerja di atas rata-rata di hampir semua area penting. Mudah dikendarai di dalam kota, kompeten di jalan raya dan, kecuali tinggi badan Anda diatas rata-rata orang Asia. Di bawa keluar kota, berkat stabilitasnya yang bagus, rem yang meyakinkan, memungkinkan untuk membawa sedikit kecepatan ekstra saat melibas tikungan, dan ya, kelakuannya saat menikung memang patut diapresiasi. Namun, kemudi terasa kosong, sulit rasanya mengetahui apa yang terjadi dengan roda depan saat bermanuver. SOal akselerasi di jalan lurus juga biasa saja, standar mobil harian, lah.Apakah review ini berguna untuk Anda?Ya12Tidak6","Apr 27, 2018",4/5,Biasa Saja Review Pengguna,toyota,oto,12,0,1050 Dilihat
,507,https://www.oto.com/mobil-baru/toyota/yaris/review-pengguna/toyota-yaris-sedan-premium,toyota yaris,Bagus Ajij,"Toyota Yaris adalah mobil baru di segmen sedan dan merupakan salah satu mobil yang paling ditunggu tahun ini. Yaris menawarkan Banyak fitur standar yang menarik dengan harga yang wajar seperti Airbag standar tujuh di semua varian, kontrol gerakan, sistem pemantauan tekanan ban, dan banyak lagi. Mesin Toyota dibuat untuk bertahan dan saya berniat untuk mengendarai sedan ini untuk waktu yang lama.Apakah review ini berguna untuk Anda?Ya3Tidak1","Apr 25, 2018",5/5,Toyota Yaris - Sedan Premium Review Pengguna,toyota,oto,3,0,469 Dilihat
,508,https://www.youtube.com/watch?v=4huDsqPX7Io,Mobilio,AutonetMagz,New Mobilio RS kalo ganti velg gimana guys? cocoknya velg style apa ya?,2017-03-09T15:09:26.000Z,,,Honda,AutonetMagz,141,70,
,509,https://www.youtube.com/watch?v=4huDsqPX7Io,Mobilio,ApaAja CHANNEL,Gw pilih Ertiga lebih nyaman dan body lebih tebal tarikan bawah nendang,2018-10-20T13:04:50.000Z,,,Honda,AutonetMagz,0,0,
,510,https://www.youtube.com/watch?v=4huDsqPX7Io,Mobilio,Rico hendrawan,#tetapwuling,2018-10-15T14:46:32.000Z,,,Honda,AutonetMagz,0,0,
,511,https://www.youtube.com/watch?v=4huDsqPX7Io,Mobilio,Agus Heriyanto,Pengen..  punya mobil garasi udah siap mobil tinggl ambil persiapan sudah matang tinggl 1 lg sarat ya ya itu uang ya blm ada....😂,2018-10-15T08:59:55.000Z,,,Honda,AutonetMagz,0,0,
,512,https://www.youtube.com/watch?v=4huDsqPX7Io,Mobilio,Achmad 32,bisa ngk dirubah suspendi mobilio di ganti suspensi yg lebih empuk?,2018-10-10T13:59:40.000Z,,,Honda,AutonetMagz,0,0,
,513,https://www.youtube.com/watch?v=4huDsqPX7Io,Mobilio,irfan maulana kuswara,"""PROMO HONDA SPECIAL""
Lagi cari mobil baru, PILIH HONDA AJA, dapatkan KEAMANAN & KENYAMANAN berkendara TERBAIK dikelasnya..
Urusan harga ga perlu ragu,dapatkan info penawaran selengkapnya disini..

PAKET LOW DP :
> Brio (New) Dp 20 jutaan
> Mobilio Dp 15 jutaan
> BRV Dp 15 jutaan
> Jazz Dp 30jutaan
> HRV Dp 30jutaan

- Siap melayani tukar tambah mobil dngn harga yg bagus
- Free accesories
- Gratis jasa service*
- Proses cepat

""HARGA TERBAIK HANYA ADA DISINI"" ☺️☺️

Informasi Product, Test Drive, Harga & BOOKING :
irfan 
081212599191


*syarat & ketentuan berlaku",2018-10-09T15:52:48.000Z,,,Honda,AutonetMagz,0,0,
,514,https://www.youtube.com/watch?v=4huDsqPX7Io,Mobilio,irfan maulana kuswara,"*HONDA MOBILIO 2017*
MOBILIO S MT - 194.500.000
MOBILIO E MT -  215.000.000
MOBILIO E CVT - 226.000.000
MOBILIO RS MT TWO TONE - 238.000.000
MOBILIO RS CVT TWO TONE- 248.000.000
*warna putih lebih murah 1.500.000 

irfan m.k
081212599191",2018-10-06T19:44:43.000Z,,,Honda,AutonetMagz,0,0,
,515,https://www.youtube.com/watch?v=4huDsqPX7Io,Mobilio,Kang maz arjuna,Klu sama veloz enak mana mas?😂,2018-09-26T08:54:05.000Z,,,Honda,AutonetMagz,0,0,
,516,https://www.youtube.com/watch?v=4huDsqPX7Io,Mobilio,Promo Mobil Honda Jakarta,"New Honda Mobilio 2018 penuh sensasi , Mpv rasa sedan...

hondahrvmobilio.blogspot.com",2018-09-24T17:56:15.000Z,,,Honda,AutonetMagz,0,0,
,517,https://www.youtube.com/watch?v=4huDsqPX7Io,Mobilio,Feltho FPS,keren eight seater hahahahhaha,2018-09-24T11:17:05.000Z,,,Honda,AutonetMagz,0,0,
,518,https://www.youtube.com/watch?v=4huDsqPX7Io,Mobilio,amy bakura,"ini kalo di isi full 7 orang, ambles sperti calya sigra ga mas??",2018-09-21T00:53:56.000Z,,,Honda,AutonetMagz,0,0,
,519,https://www.youtube.com/watch?v=4huDsqPX7Io,Mobilio,amy bakura,"ini kalo di isi full 7 orang, ambles sperti calya sigra ga mas??",2018-09-21T00:52:59.000Z,,,Honda,AutonetMagz,0,0,
,520,https://www.youtube.com/watch?v=4huDsqPX7Io,Mobilio,amy bakura,"ini kalo di isi full 7 orang, ambles sperti calya sigra ga mas??",2018-09-21T00:52:49.000Z,,,Honda,AutonetMagz,0,0,
,521,https://www.youtube.com/watch?v=4huDsqPX7Io,Mobilio,Reyhan Al Fath,Kalo suspensinya mending avanza,2018-09-14T05:42:40.000Z,,,Honda,AutonetMagz,0,0,
,522,https://www.youtube.com/watch?v=4huDsqPX7Io,Mobilio,christian henry,Info Honda Yogyakarta 0822-4390-2342 Henry (Sales Representative),2018-09-12T16:53:59.000Z,,,Honda,AutonetMagz,0,0,
,523,https://www.youtube.com/watch?v=4huDsqPX7Io,Mobilio,Rully yohanes86,mending ertiga.,2018-09-12T05:53:25.000Z,,,Honda,AutonetMagz,0,0,
,524,https://www.youtube.com/watch?v=4huDsqPX7Io,Mobilio,Promo Mobil Honda Jakarta,"Mobilio bukan yg terbaik, tapi mobilio sangat layak untuk dimiliki.

hondapermatahijau.wordpress.com",2018-09-11T04:46:09.000Z,,,Honda,AutonetMagz,0,0,
,525,https://www.youtube.com/watch?v=4huDsqPX7Io,Mobilio,m Iqbal,"Mas ridwan saya pengen beli gran vitara 2,4 apa enak mobil nya",2018-09-11T03:59:39.000Z,,,Honda,AutonetMagz,0,0,
,526,https://www.youtube.com/watch?v=4huDsqPX7Io,Mobilio,Hasan  Bukhory,Masih dalam rangka menabung..mobilio ceperin keren banget..,2018-09-07T16:05:10.000Z,,,Honda,AutonetMagz,0,0,
,527,https://www.youtube.com/watch?v=4huDsqPX7Io,Mobilio,Wem Pradana,"Kereen Abisss...!!!!!

More Info 24/7 : HONDA SUNTER
08119948585 (Call/WA)",2018-09-06T16:24:15.000Z,,,Honda,AutonetMagz,0,0,
,528,https://www.youtube.com/watch?v=4huDsqPX7Io,Mobilio,RIDHO HANAN,Kira2 butuh peredam dibagian mana yaaa???,2018-09-06T14:25:33.000Z,,,Honda,AutonetMagz,0,0,
,529,https://www.youtube.com/watch?v=4huDsqPX7Io,Mobilio,Bayu Cakrabuana,Om ridwan rifew WRV dongs,2018-09-02T15:14:21.000Z,,,Honda,AutonetMagz,0,0,
,530,https://www.youtube.com/watch?v=4huDsqPX7Io,Mobilio,Mahatra,Bro curb weightnya berapa ya mobil ini?,2018-08-31T17:20:34.000Z,,,Honda,AutonetMagz,0,0,
,531,https://www.youtube.com/watch?v=4huDsqPX7Io,Mobilio,Tramp Ht,"Mas... Bagusan pilih ertiga Gl atau mobilio e ya ??
Mobilio discon besar, new eriga jg ada diskon nya.... Dan barang baru.. 
Tq",2018-08-28T03:47:34.000Z,,,Honda,AutonetMagz,0,0,
,532,https://www.youtube.com/watch?v=4huDsqPX7Io,Mobilio,darmadi chandra,Mobilio ane bulan depan udah setaon km cuma 2000 😂🤣😅😆,2018-08-17T16:45:18.000Z,,,Honda,AutonetMagz,0,0,
,533,https://www.youtube.com/watch?v=4huDsqPX7Io,Mobilio,Tania Gabbyy,Tempatnya kaya di Batam,2018-08-14T16:34:26.000Z,,,Honda,AutonetMagz,0,0,
,534,https://www.youtube.com/watch?v=4huDsqPX7Io,Mobilio,Sanggala Putra,Mobilio mending 2016 akhir muka bulet mantep ini jadi downgrade kacau,2018-08-11T05:11:10.000Z,,,Honda,AutonetMagz,0,0,
,535,https://www.youtube.com/watch?v=4huDsqPX7Io,Mobilio,Akbar Fk,harga berapa ini ?,2018-08-06T02:59:37.000Z,,,Honda,AutonetMagz,0,0,
,536,https://www.youtube.com/watch?v=4huDsqPX7Io,Mobilio,Windie Kharisma Effendhy,Mobilio RS CVT sama expander ultimate mending mana ya? Mohon sarannya,2018-08-01T23:40:37.000Z,,,Honda,AutonetMagz,0,0,
,537,https://www.youtube.com/watch?v=4huDsqPX7Io,Mobilio,oleh elnino,ok punya di kelasnya,2018-07-30T14:34:20.000Z,,,Honda,AutonetMagz,0,0,
,538,https://www.youtube.com/watch?v=4huDsqPX7Io,Mobilio,Fery Awan,Di bandingkan dengan ertiga matic secara keseluruhan lebih bagus mana?,2018-07-30T13:27:09.000Z,,,Honda,AutonetMagz,0,0,
,539,https://www.youtube.com/watch?v=4huDsqPX7Io,Mobilio,Panther Pc,Mobil ini udh Viral di Instagram @pantatpenyok,2018-07-20T21:28:01.000Z,,,Honda,AutonetMagz,0,0,
,540,https://www.youtube.com/watch?v=4huDsqPX7Io,Mobilio,Lukman Hakim,Untuk yg serius butuh mobil honda bisa HUBUNGI LUKMAN HAKIM(babe) dinomor 081333232946 atau 08123486690 (Tlp bisa WA juga bisa).Nb: DAPATKAN HARGA DAN PELAYANAN TERBAIK SE JAWATIMUR.TERIMA KASIH.,2018-07-16T15:56:24.000Z,,,Honda,AutonetMagz,0,0,
,541,https://www.youtube.com/watch?v=4huDsqPX7Io,Mobilio,Ahmad Mahabu,Ni mobil berguna buat liburan leluarga,2018-07-14T13:09:22.000Z,,,Honda,AutonetMagz,0,0,
,542,https://www.youtube.com/watch?v=4huDsqPX7Io,Mobilio,damaz z,Saya kira cuma saya aja yg ngira jok mobilio yg dlu kaya pocong 😂😂,2018-07-13T06:35:31.000Z,,,Honda,AutonetMagz,0,0,
,543,https://www.youtube.com/watch?v=4huDsqPX7Io,Mobilio,Sep Roni,mending ambil mobilio atau xpander om..,2018-07-13T03:56:09.000Z,,,Honda,AutonetMagz,0,0,
,544,https://www.youtube.com/watch?v=4huDsqPX7Io,Mobilio,Lina pramono,Ngganteng banget udah ganti lampunya.....duuh..moga bisa kebeli nih mobil....Amiin......,2018-07-08T16:56:19.000Z,,,Honda,AutonetMagz,0,0,
,545,https://www.youtube.com/watch?v=4huDsqPX7Io,Mobilio,vie Daffa,Brp sih bos hargnya,2018-07-07T06:04:01.000Z,,,Honda,AutonetMagz,0,0,
,546,https://www.youtube.com/watch?v=4huDsqPX7Io,Mobilio,Irsyad Al-ghifari,Hh disamping ujan disamping lagi nggk,2018-07-04T15:57:59.000Z,,,Honda,AutonetMagz,1,0,
,547,https://www.youtube.com/watch?v=4huDsqPX7Io,Mobilio,Budi Firmansyah,Untuk harga nya brpa ya bang ?,2018-07-02T07:26:15.000Z,,,Honda,AutonetMagz,0,0,
,548,https://www.youtube.com/watch?v=4huDsqPX7Io,Mobilio,Dimas Ardika,"Kalo gw mah agak malu malu dikit lah diliatin orang orang 18,24 😁",2018-06-29T06:34:20.000Z,,,Honda,AutonetMagz,0,0,
,549,https://www.youtube.com/watch?v=4huDsqPX7Io,Mobilio,Saide Sagna99,ending ny kocak.😂 kkkkk,2018-06-27T14:20:18.000Z,,,Honda,AutonetMagz,0,0,
,550,https://www.youtube.com/watch?v=4huDsqPX7Io,Mobilio,Didin Restiawan,Reviuw mobil yang bagus yang harga dibawah 100jt,2018-06-21T15:29:32.000Z,,,Honda,AutonetMagz,0,0,
,551,https://www.youtube.com/watch?v=4huDsqPX7Io,Mobilio,Rini Candrawati,DIMANA TEMPAT DAN DERAH BAN  HSR,2018-06-21T09:01:22.000Z,,,Honda,AutonetMagz,0,0,
,552,https://www.youtube.com/watch?v=4huDsqPX7Io,Mobilio,Sari Kalila,Mantab luar biasa kapan bisa punya mobil idaman,2018-06-21T02:41:31.000Z,,,Honda,AutonetMagz,0,0,
,553,https://www.youtube.com/watch?v=4huDsqPX7Io,Mobilio,Riyan Taufiqurrahman,gan mau nanya dong kalo misalnya buat mudik jarak jauh bawa keluarga dan jalan agak menanjak seperti di pegunungan kira kira mobil ini kuat ga ya?,2018-06-14T14:07:08.000Z,,,Honda,AutonetMagz,0,0,
,554,https://www.youtube.com/watch?v=4huDsqPX7Io,Mobilio,JTR ChanneL,Hahaha banyak sekali yg req review grand livina... Gak bakalan autonetmagz ngreview😄😄,2018-06-12T20:30:52.000Z,,,Honda,AutonetMagz,0,0,
,555,https://www.youtube.com/watch?v=4huDsqPX7Io,Mobilio,JTR ChanneL,😄,2018-06-12T20:29:35.000Z,,,Honda,AutonetMagz,0,0,
,556,https://www.youtube.com/watch?v=4huDsqPX7Io,Mobilio,Budi Mukti Wibowo,Om fungsi hsa dan vsa apa ya?,2018-06-11T21:58:41.000Z,,,Honda,AutonetMagz,0,0,
,557,https://www.youtube.com/watch?v=4huDsqPX7Io,Mobilio,Anelka Julius,…,2018-06-11T15:07:28.000Z,,,Honda,AutonetMagz,0,0,
,558,https://www.youtube.com/watch?v=4huDsqPX7Io,Mobilio,Kays Dash,"Dari semua presenter autonetmagz, abang ini favorit ku. Review nya lengkap n berimbang, trus enak dia nge-reviewnya 👍👍",2018-06-10T18:38:00.000Z,,,Honda,AutonetMagz,0,0,
,559,https://www.youtube.com/watch?v=4huDsqPX7Io,Mobilio,Dino Aditya,Bagus mana grand livina sama mobilio rs,2018-06-07T06:20:06.000Z,,,Honda,AutonetMagz,1,0,
,560,https://www.youtube.com/watch?v=4huDsqPX7Io,Mobilio,TSK The sword kusanagi,Kalo dari dasboard sama seperti Honda Brio RS,2018-06-07T00:09:49.000Z,,,Honda,AutonetMagz,1,0,
,561,https://www.youtube.com/watch?v=4huDsqPX7Io,Mobilio,First Tama,Om Sultan mau nyobain Honda Mobilio CVT Jan 2018 yang baru saya pakai 4 bulan? Mobil ini saya rasakan bermasalah dari awal. Mulai konsumsi bahan bakar yg tidak pernah lebih dari 12km/liter. Feedback stir berat. Stir bergetar. Bunyi dari kolong depan pas ketemu jalan rusak dan polisi tidur. Pedal rem yang harus diinjak dalam baru berhenti dll. Sudah complain ke honda .. kata mereka memang seperti itu. DM Om kalau berminat test drive unit yang saya pakai. Terima kasih,2018-06-04T17:34:11.000Z,,,Honda,AutonetMagz,0,0,
,562,https://www.youtube.com/watch?v=4huDsqPX7Io,Mobilio,itzMadaGaming,"ac elektrik? ya semua ac kan elektrik!





harusnya: ""ac nya sudah digital""",2018-06-03T10:21:04.000Z,,,Honda,AutonetMagz,0,0,
